country,year,population_total,internet_use,suicide_total,GDP,cell_use
China,1998,1270000000,2140000.0,229000.0,3210,23900000.0
Colombia,1998,38400000,432000.0,2690.0,8810,1800000.0
Comoros,1998,515000,195.0,21.9,2230,0.0
"Congo, Dem. Rep.",1998,44800000,185.0,2510.0,675,10000.0
"Congo, Rep.",1998,2950000,101.0,249.0,4670,3390.0
Costa Rica,1998,3800000,101000.0,243.0,9450,109000.0
Cote d'Ivoire,1998,15600000,9510.0,1380.0,3170,91200.0
Croatia,1998,4490000,147000.0,1120.0,15000,183000.0
Cuba,1998,11000000,25000.0,2120.0,4310,4060.0
Cyprus,1998,909000,80800.0,44.6,27000,116000.0
Czech Republic,1998,10300000,402000.0,1820.0,20000,965000.0
Denmark,1998,5300000,1200000.0,1050.0,39900,1930000.0
Djibouti,1998,680000,644.0,24.9,2220,220.0
Dominica,1998,70200,2050.0,2.58,7950,650.0
Dominican Republic,1998,8210000,19200.0,421.0,7710,209000.0
Ecuador,1998,12200000,15300.0,881.0,7940,243000.0
Egypt,1998,66200000,98000.0,1970.0,6920,90800.0
El Salvador,1998,5800000,24700.0,589.0,5520,137000.0
Equatorial Guinea,1998,558000,527.0,41.5,8480,297.0
Eritrea,1998,2210000,194.0,215.0,2670,0.0
Estonia,1998,1410000,152000.0,542.0,14400,247000.0
Eswatini,1998,980000,942.0,115.0,6040,4700.0
Ethiopia,1998,62500000,6040.0,5210.0,590,0.0
Fiji,1998,800000,5070.0,95.6,6330,8000.0
Finland,1998,5160000,1310000.0,1350.0,31800,2850000.0
France,1998,58400000,3690000.0,14100.0,32700,11200000.0
Gabon,1998,1170000,1990.0,102.0,20900,9690.0
Gambia,1998,1240000,2550.0,41.8,1370,5050.0
Georgia,1998,4580000,4710.0,326.0,3240,60000.0
Germany,1998,81400000,8040000.0,14100.0,35100,13900000.0
Ghana,1998,18400000,5920.0,836.0,2150,41800.0
Greece,1998,11000000,353000.0,444.0,23400,2050000.0
Grenada,1998,102000,1520.0,5.53,8570,1410.0
Guatemala,1998,11100000,51900.0,947.0,5900,111000.0
Guinea,1998,7860000,488.0,403.0,1500,21600.0
Guinea-Bissau,1998,1150000,278.0,87.2,1380,0.0
Guyana,1998,754000,1990.0,186.0,4500,1450.0
Haiti,1998,8170000,1960.0,677.0,1760,10000.0
Honduras,1998,6220000,18700.0,191.0,3280,34900.0
Hungary,1998,10300000,400000.0,3360.0,16600,1070000.0
Iceland,1998,275000,99800.0,37.6,32900,104000.0
India,1998,1020000000,1420000.0,195000.0,2490,1200000.0
Indonesia,1998,206000000,525000.0,7220.0,5650,1070000.0
Iran,1998,64000000,63900.0,4040.0,12700,390000.0
Iraq,1998,22100000,0.0,1610.0,10900,0.0
Ireland,1998,3690000,299000.0,487.0,33400,946000.0
Israel,1998,5700000,587000.0,577.0,25400,2150000.0
Italy,1998,56700000,2590000.0,5250.0,34700,20500000.0
Jamaica,1998,2610000,51600.0,49.7,7930,78600.0
Japan,1998,127000000,17100000.0,29200.0,33200,47300000.0
Jordan,1998,4940000,64600.0,174.0,6940,82400.0
Kazakhstan,1998,15200000,19900.0,5240.0,8720,29700.0
Kenya,1998,30300000,15200.0,1320.0,2150,10800.0
Kiribati,1998,81600,503.0,17.6,1970,22.0
Kuwait,1998,1830000,55900.0,56.0,76200,250000.0
Kyrgyz Republic,1998,4790000,3490.0,699.0,1950,1350.0
Lao,1998,5140000,497.0,642.0,2270,6450.0
Latvia,1998,2430000,80600.0,938.0,10100,167000.0
Lebanon,1998,3690000,101000.0,98.9,11000,505000.0
Lesotho,1998,2000000,219.0,325.0,1600,9830.0
Liberia,1998,2520000,103.0,166.0,952,0.0
Libya,1998,5200000,0.0,182.0,21800,20000.0
Lithuania,1998,3560000,70100.0,1650.0,11700,268000.0
Luxembourg,1998,426000,50000.0,71.2,71500,131000.0
Madagascar,1998,14800000,9270.0,871.0,1400,12800.0
Malawi,1998,10600000,1910.0,734.0,892,10500.0
Malaysia,1998,22100000,1490000.0,1570.0,14800,2200000.0
Maldives,1998,268000,1530.0,11.8,9250,1610.0
Mali,1998,10400000,2050.0,339.0,1470,4470.0
Malta,1998,387000,25200.0,22.6,22300,22500.0
Marshall Islands,1998,50400,19.0,8.51,2900,345.0
Mauritania,1998,2500000,1010.0,87.4,2780,0.0
Mauritius,1998,1170000,29900.0,148.0,10400,60400.0
Mexico,1998,96100000,1220000.0,4450.0,15400,3350000.0
"Micronesia, Fed. Sts.",1998,108000,2010.0,18.6,2920,0.0
Moldova,1998,4250000,11100.0,787.0,2840,7000.0
Mongolia,1998,2360000,3440.0,486.0,4540,9030.0
Montenegro,1998,616000,0.0,73.9,11100,0.0
Morocco,1998,28100000,40000.0,1310.0,4470,117000.0
Mozambique,1998,16800000,3400.0,1180.0,550,6730.0
Myanmar,1998,45600000,0.0,3580.0,1050,8520.0
Namibia,1998,1730000,4970.0,224.0,6330,19500.0
Nepal,1998,23100000,14800.0,2740.0,1430,0.0
Netherlands,1998,15700000,3500000.0,1940.0,38900,3350000.0
New Zealand,1998,3780000,1200000.0,549.0,26200,790000.0
Nicaragua,1998,4910000,14900.0,415.0,3160,18300.0
Niger,1998,10500000,307.0,370.0,827,1350.0
Nigeria,1998,116000000,29300.0,5080.0,3060,20000.0
North Korea,1998,22500000,0.0,2810.0,1550,0.0
North Macedonia,1998,2010000,20200.0,190.0,7990,30100.0
Norway,1998,4450000,1000000.0,611.0,55900,2070000.0
Oman,1998,2250000,19400.0,56.9,42100,98000.0
Pakistan,1998,135000000,59300.0,5450.0,3320,196000.0
Palestine,1998,3000000,0.0,54.8,3920,0.0
Panama,1998,2910000,80100.0,182.0,10400,85900.0
Papua New Guinea,1998,5580000,13100.0,760.0,2760,5560.0
Paraguay,1998,5110000,9960.0,203.0,8640,232000.0
Peru,1998,25700000,305000.0,1030.0,6360,743000.0
Philippines,1998,74700000,824000.0,3930.0,4100,1730000.0
Poland,1998,38600000,1580000.0,6930.0,13300,1930000.0
Portugal,1998,10200000,1010000.0,1420.0,24400,3070000.0
Qatar,1998,552000,19400.0,48.0,103000,65800.0
Romania,1998,22500000,503000.0,2860.0,10200,643000.0
Russia,1998,147000000,1200000.0,64200.0,11900,747000.0
Rwanda,1998,6960000,819.0,682.0,810,5000.0
Samoa,1998,173000,398.0,23.8,4000,1480.0
Sao Tome and Principe,1998,138000,408.0,2.2,1980,0.0
Saudi Arabia,1998,19800000,20100.0,461.0,44500,627000.0
Senegal,1998,9350000,7470.0,561.0,2310,27500.0
Serbia,1998,9690000,0.0,2120.0,8330,0.0
Seychelles,1998,79100,2000.0,8.99,18400,5190.0
Sierra Leone,1998,4380000,649.0,171.0,910,0.0
Singapore,1998,3860000,756000.0,407.0,46600,1090000.0
Slovak Republic,1998,5400000,145000.0,814.0,15400,465000.0
Slovenia,1998,1990000,201000.0,657.0,20800,162000.0
Solomon Islands,1998,391000,1990.0,64.2,2250,702.0
Somalia,1998,8240000,590.0,351.0,607,0.0
South Africa,1998,43700000,1270000.0,7360.0,9360,3340000.0
South Korea,1998,46600000,3160000.0,8340.0,17400,14000000.0
South Sudan,1998,5660000,0.0,205.0,2510,0.0
Spain,1998,40200000,1750000.0,3690.0,27500,6440000.0
Sri Lanka,1998,18600000,55000.0,8010.0,5070,174000.0
St. Lucia,1998,153000,2000.0,9.01,10600,1900.0
St. Vincent and the Grenadines,1998,108000,2000.0,6.75,7240,750.0
Sudan,1998,26000000,1250.0,1030.0,2240,8600.0
Suriname,1998,460000,7680.0,82.0,9970,6010.0
Sweden,1998,8870000,2970000.0,1490.0,33800,4110000.0
Switzerland,1998,7090000,1760000.0,1610.0,48500,1700000.0
Syria,1998,15600000,9940.0,305.0,5440,0.0
Tajikistan,1998,6030000,0.0,277.0,1090,420.0
Tanzania,1998,31900000,2950.0,1930.0,1500,37900.0
Thailand,1998,61600000,672000.0,10500.0,8600,1980000.0
Timor-Leste,1998,867000,0.0,61.9,4310,0.0
Togo,1998,4630000,14200.0,365.0,1290,7500.0
Tonga,1998,97000,742.0,6.38,4330,130.0
Trinidad and Tobago,1998,1260000,34400.0,177.0,15900,26300.0
Tunisia,1998,9510000,10300.0,316.0,6960,39000.0
Turkey,1998,61300000,429000.0,2550.0,13900,3510000.0
Turkmenistan,1998,4410000,0.0,438.0,4440,3000.0
Uganda,1998,22300000,14600.0,2500.0,1020,30000.0
Ukraine,1998,49700000,150000.0,17500.0,4450,116000.0
United Arab Emirates,1998,2810000,194000.0,129.0,101000,493000.0
United Kingdom,1998,58500000,8000000.0,5970.0,31300,14900000.0
United States,1998,275000000,82800000.0,35300.0,42800,69200000.0
Uruguay,1998,3290000,230000.0,549.0,13500,151000.0
Uzbekistan,1998,24000000,4990.0,2420.0,2380,26800.0
Vanuatu,1998,178000,488.0,28.0,2760,220.0
Venezuela,1998,23300000,322000.0,1940.0,15500,2010000.0
Vietnam,1998,78100000,10200.0,7170.0,2350,223000.0
Yemen,1998,16500000,3840.0,691.0,3840,16100.0
Zambia,1998,9870000,2980.0,806.0,2060,8260.0
Zimbabwe,1998,11700000,9590.0,1220.0,3100,19000.0
Afghanistan,1999,20200000,0.0,1200.0,735,0.0
Albania,1999,3120000,2540.0,175.0,5060,11000.0
Algeria,1999,30600000,61100.0,1060.0,10000,72000.0
Andorra,1999,64400,4920.0,6.2,31900,20600.0
Angola,1999,15900000,11400.0,809.0,3900,24000.0
Antigua and Barbuda,1999,74700,3960.0,1.64,19800,8500.0
Argentina,1999,36500000,1200000.0,4440.0,15300,3850000.0
Armenia,1999,3090000,30000.0,142.0,2740,8160.0
Australia,1999,18800000,7660000.0,2610.0,34500,6320000.0
Austria,1999,8050000,1860000.0,1680.0,37700,4250000.0
Azerbaijan,1999,8050000,7990.0,200.0,4180,370000.0
Bahamas,1999,294000,11100.0,7.42,32100,15900.0
Bahrain,1999,637000,30000.0,53.0,44600,133000.0
Bangladesh,1999,125000000,45300.0,13100.0,1640,149000.0
Barbados,1999,270000,6430.0,13.3,14800,20300.0
Belarus,1999,9920000,49100.0,4190.0,7130,23500.0
Belgium,1999,10300000,1410000.0,2360.0,36000,3190000.0
Belize,1999,239000,9740.0,14.6,6370,6590.0
Benin,1999,6660000,10300.0,473.0,1620,7270.0
Bhutan,1999,578000,795.0,33.0,3280,0.0
Bolivia,1999,8260000,81100.0,564.0,4350,420000.0
Bosnia and Herzegovina,1999,3740000,7280.0,435.0,6030,52600.0
Botswana,1999,1610000,18100.0,285.0,10700,92000.0
Brazil,1999,172000000,3510000.0,10400.0,11100,15000000.0
Brunei,1999,326000,25000.0,12.3,81500,66000.0
Bulgaria,1999,8070000,235000.0,1650.0,8390,350000.0
Burkina Faso,1999,11300000,6970.0,696.0,1090,5040.0
Burundi,1999,6270000,2460.0,642.0,737,800.0
Cambodia,1999,11900000,3800.0,648.0,1280,89100.0
Cameroon,1999,15100000,19500.0,1300.0,2540,6000.0
Canada,1999,30300000,11000000.0,4240.0,36000,6910000.0
Cape Verde,1999,420000,4880.0,49.7,3470,8070.0
Central African Republic,1999,3560000,1460.0,332.0,892,4160.0
Chad,1999,8050000,992.0,413.0,1040,0.0
Chile,1999,15200000,622000.0,2060.0,13700,2260000.0
China,1999,1280000000,9080000.0,218000.0,3430,43300000.0
Colombia,1999,39000000,662000.0,2880.0,8310,1970000.0
Comoros,1999,529000,784.0,21.5,2210,0.0
"Congo, Dem. Rep.",1999,45900000,463.0,2590.0,631,12000.0
"Congo, Rep.",1999,3040000,510.0,254.0,4420,5000.0
Costa Rica,1999,3890000,152000.0,251.0,9610,138000.0
Cote d'Ivoire,1999,16000000,19000.0,1410.0,3130,257000.0
Croatia,1999,4460000,196000.0,1090.0,14900,295000.0
Cuba,1999,11100000,34900.0,2050.0,4490,5140.0
Cyprus,1999,926000,105000.0,44.5,28000,152000.0
Czech Republic,1999,10300000,704000.0,1800.0,20300,1940000.0
Denmark,1999,5320000,1630000.0,1010.0,40900,2630000.0
Djibouti,1999,700000,740.0,25.4,2210,280.0
Dominica,1999,69800,2050.0,2.59,8020,800.0
Dominican Republic,1999,8340000,92200.0,442.0,8040,424000.0
Ecuador,1999,12400000,102000.0,919.0,7420,383000.0
Egypt,1999,67500000,196000.0,2030.0,7190,481000.0
El Salvador,1999,5840000,49400.0,580.0,5590,511000.0
Equatorial Guinea,1999,582000,567.0,41.6,10100,600.0
Eritrea,1999,2240000,570.0,219.0,2630,0.0
Estonia,1999,1400000,204000.0,504.0,14300,387000.0
Eswatini,1999,994000,4680.0,123.0,6130,14000.0
Ethiopia,1999,64300000,8070.0,5210.0,603,6740.0
Fiji,1999,806000,7600.0,101.0,6830,23400.0
Finland,1999,5180000,1670000.0,1330.0,33100,3270000.0
France,1999,58700000,5360000.0,13900.0,33600,21400000.0
Gabon,1999,1200000,2990.0,101.0,18600,8890.0
Gambia,1999,1280000,9140.0,43.3,1420,5310.0
Georgia,1999,4460000,18600.0,330.0,3400,133000.0
Germany,1999,81400000,17000000.0,13800.0,35800,23400000.0
Ghana,1999,18800000,19700.0,871.0,2190,70000.0
Greece,1999,11000000,758000.0,441.0,24000,3900000.0
Grenada,1999,102000,2530.0,5.76,9130,2010.0
Guatemala,1999,11400000,67500.0,1030.0,6000,338000.0
Guinea,1999,8050000,4900.0,418.0,1520,25200.0
Guinea-Bissau,1999,1180000,1390.0,89.6,1370,0.0
Guyana,1999,750000,29700.0,183.0,4660,2820.0
Haiti,1999,8320000,5880.0,694.0,1770,25000.0
Honduras,1999,6400000,36700.0,196.0,3160,78600.0
Hungary,1999,10200000,600000.0,3280.0,17200,1630000.0
Iceland,1999,278000,115000.0,37.6,33800,173000.0
India,1999,1040000000,2840000.0,198000.0,2660,1880000.0
Indonesia,1999,209000000,927000.0,7430.0,5610,2220000.0
Iran,1999,64800000,245000.0,4150.0,12700,490000.0
Iraq,1999,22800000,0.0,1650.0,12400,0.0
Ireland,1999,3730000,408000.0,495.0,36500,1680000.0
Israel,1999,5820000,783000.0,577.0,25500,2880000.0
Italy,1999,56700000,8150000.0,5090.0,35200,30300000.0
Jamaica,1999,2630000,62000.0,52.7,7940,144000.0
Japan,1999,127000000,27200000.0,30300.0,33000,56800000.0
Jordan,1999,5030000,127000.0,175.0,7050,118000.0
Kazakhstan,1999,15000000,69700.0,5340.0,9040,49500.0
Kenya,1999,31100000,35500.0,1340.0,2140,23800.0
Kiribati,1999,83000,1010.0,18.0,1910,200.0
Kuwait,1999,1950000,92800.0,60.0,70200,300000.0
Kyrgyz Republic,1999,4860000,9950.0,718.0,1990,2570.0
Lao,1999,5240000,1980.0,623.0,2390,12100.0
Latvia,1999,2410000,106000.0,869.0,10500,274000.0
Lebanon,1999,3750000,202000.0,97.4,10700,627000.0
Lesotho,1999,2020000,1090.0,344.0,1590,12000.0
Liberia,1999,2700000,306.0,174.0,1080,0.0
Libya,1999,5280000,7050.0,192.0,21500,30000.0
Lithuania,1999,3530000,103000.0,1620.0,11700,332000.0
Luxembourg,1999,431000,75000.0,69.7,76500,209000.0
Madagascar,1999,15300000,25800.0,878.0,1420,35800.0
Malawi,1999,10900000,9470.0,751.0,894,22500.0
Malaysia,1999,22700000,2790000.0,1600.0,15300,2990000.0
Maldives,1999,274000,3060.0,11.6,9640,2930.0
Mali,1999,10600000,6480.0,341.0,1510,6390.0
Malta,1999,391000,30300.0,23.1,23200,37500.0
Marshall Islands,1999,50400,487.0,8.6,2830,443.0
Mauritania,1999,2560000,3040.0,86.8,2920,0.0
Mauritius,1999,1180000,54700.0,147.0,10500,102000.0
Mexico,1999,97500000,1810000.0,4480.0,15600,7730000.0
"Micronesia, Fed. Sts.",1999,108000,3020.0,18.4,2970,0.0
Moldova,1999,4230000,25400.0,805.0,2750,18000.0
Mongolia,1999,2380000,12100.0,497.0,4640,34600.0
Montenegro,1999,615000,0.0,74.2,10100,0.0
Morocco,1999,28500000,50000.0,1400.0,4460,369000.0
Mozambique,1999,17200000,9700.0,1190.0,579,12200.0
Myanmar,1999,46200000,70.0,3560.0,1150,11400.0
Namibia,1999,1760000,5930.0,234.0,6430,30000.0
Nepal,1999,23500000,34500.0,2800.0,1460,5500.0
Netherlands,1999,15800000,6200000.0,1950.0,40600,6750000.0
New Zealand,1999,3820000,1580000.0,528.0,27500,1400000.0
Nicaragua,1999,4990000,24900.0,415.0,3330,44200.0
Niger,1999,10900000,3080.0,384.0,794,2190.0
Nigeria,1999,119000000,48900.0,5200.0,3000,25000.0
North Korea,1999,22700000,0.0,2840.0,1630,0.0
North Macedonia,1999,2020000,30300.0,193.0,8290,48700.0
Norway,1999,4470000,1790000.0,617.0,56600,2660000.0
Oman,1999,2250000,56700.0,55.7,42000,121000.0
Pakistan,1999,139000000,76700.0,5620.0,3350,266000.0
Palestine,1999,3120000,0.0,57.2,4140,0.0
Panama,1999,2970000,114000.0,182.0,10600,233000.0
Papua New Guinea,1999,5720000,38100.0,752.0,2740,7060.0
Paraguay,1999,5220000,19900.0,215.0,8340,436000.0
Peru,1999,26100000,509000.0,1020.0,6350,1010000.0
Philippines,1999,76300000,1090000.0,3610.0,4130,2850000.0
Poland,1999,38600000,2100000.0,7260.0,13900,3960000.0
Portugal,1999,10300000,1510000.0,1410.0,25200,4670000.0
Qatar,1999,570000,23200.0,48.5,104000,84400.0
Romania,1999,22300000,602000.0,2780.0,10200,1360000.0
Russia,1999,147000000,1500000.0,71100.0,12700,1370000.0
Rwanda,1999,7500000,5040.0,704.0,784,11000.0
Samoa,1999,174000,495.0,23.4,4070,2430.0
Sao Tome and Principe,1999,140000,508.0,2.23,1990,0.0
Saudi Arabia,1999,20200000,99700.0,483.0,41900,837000.0
Senegal,1999,9570000,29800.0,598.0,2400,87900.0
Serbia,1999,9580000,0.0,2120.0,7340,0.0
Seychelles,1999,79900,4980.0,8.77,18300,16300.0
Sierra Leone,1999,4460000,2160.0,176.0,875,0.0
Singapore,1999,3950000,955000.0,407.0,48900,1630000.0
Slovak Republic,1999,5400000,294000.0,813.0,15400,664000.0
Slovenia,1999,1990000,251000.0,651.0,21900,631000.0
Solomon Islands,1999,402000,1990.0,66.3,2180,1090.0
Somalia,1999,8550000,1190.0,354.0,605,0.0
South Africa,1999,44300000,1830000.0,7740.0,9440,5190000.0
South Korea,1999,47000000,11100000.0,8900.0,19200,23400000.0
South Sudan,1999,5930000,0.0,213.0,2630,0.0
Spain,1999,40500000,2870000.0,3670.0,28600,15000000.0
Sri Lanka,1999,18700000,65000.0,7830.0,5260,257000.0
St. Lucia,1999,155000,3000.0,9.31,10800,2300.0
St. Vincent and the Grenadines,1999,108000,3000.0,7.01,7440,1420.0
Sudan,1999,26600000,2340.0,1070.0,2240,13000.0
Suriname,1999,465000,8800.0,86.1,9720,17500.0
Sweden,1999,8870000,3680000.0,1460.0,35300,5130000.0
Switzerland,1999,7120000,2420000.0,1570.0,49100,3060000.0
Syria,1999,16000000,19900.0,316.0,5140,4000.0
Tajikistan,1999,6120000,2010.0,278.0,1110,625.0
Tanzania,1999,32700000,24600.0,1980.0,1530,51000.0
Thailand,1999,62300000,1510000.0,10600.0,8890,2340000.0
Timor-Leste,1999,873000,0.0,58.1,2810,0.0
Togo,1999,4780000,28200.0,366.0,1280,17000.0
Tonga,1999,97500,992.0,6.7,4480,140.0
Trinidad and Tobago,1999,1260000,73500.0,172.0,17200,38700.0
Tunisia,1999,9610000,154000.0,328.0,7300,55300.0
Turkey,1999,62300000,1430000.0,2710.0,13200,8120000.0
Turkmenistan,1999,4470000,2010.0,476.0,5110,4000.0
Uganda,1999,23000000,24200.0,2590.0,1070,56400.0
Ukraine,1999,49300000,200000.0,17800.0,4490,217000.0
United Arab Emirates,1999,2970000,443000.0,136.0,98500,832000.0
United Kingdom,1999,58700000,12500000.0,5930.0,32200,27200000.0
United States,1999,279000000,99900000.0,35200.0,44300,86000000.0
Uruguay,1999,3310000,330000.0,560.0,13200,319000.0
Uzbekistan,1999,24400000,7490.0,2550.0,2460,40400.0
Vanuatu,1999,181000,976.0,28.5,2720,300.0
Venezuela,1999,23700000,674000.0,2010.0,14300,3780000.0
Vietnam,1999,79000000,102000.0,7250.0,2440,329000.0
Yemen,1999,16900000,9580.0,723.0,3870,27700.0
Zambia,1999,10100000,14900.0,841.0,2100,28200.0
Zimbabwe,1999,11800000,19100.0,1360.0,3050,174000.0
Afghanistan,2000,20800000,0.0,1250.0,687,0.0
Albania,2000,3130000,3570.0,175.0,5440,29800.0
Algeria,2000,31000000,153000.0,1080.0,10300,86000.0
Andorra,2000,65400,6890.0,6.19,31700,23500.0
Angola,2000,16400000,17200.0,819.0,3890,25800.0
Antigua and Barbuda,2000,76000,4930.0,1.59,20800,22000.0
Argentina,2000,36900000,2600000.0,4520.0,15000,6490000.0
Armenia,2000,3070000,39900.0,135.0,2930,17500.0
Australia,2000,19000000,8880000.0,2560.0,35400,8560000.0
Austria,2000,8070000,2720000.0,1660.0,38800,6120000.0
Azerbaijan,2000,8120000,12000.0,218.0,4600,420000.0
Bahamas,2000,298000,23800.0,7.55,33000,31500.0
Bahrain,2000,665000,40900.0,56.3,44900,206000.0
Bangladesh,2000,128000000,90700.0,12800.0,1690,279000.0
Barbados,2000,272000,10800.0,13.0,15400,28500.0
Belarus,2000,9870000,184000.0,4160.0,7570,49400.0
Belgium,2000,10300000,3030000.0,2400.0,37200,5630000.0
Belize,2000,247000,14700.0,15.2,6950,16800.0
Benin,2000,6870000,15500.0,498.0,1670,55500.0
Bhutan,2000,591000,2370.0,34.6,3430,0.0
Bolivia,2000,8420000,121000.0,568.0,4370,583000.0
Bosnia and Herzegovina,2000,3750000,40600.0,412.0,6350,93400.0
Botswana,2000,1640000,47700.0,304.0,10700,222000.0
Brazil,2000,175000000,5020000.0,10600.0,11400,23200000.0
Brunei,2000,333000,30000.0,12.7,82100,95000.0
Bulgaria,2000,8000000,430000.0,1610.0,8830,738000.0
Burkina Faso,2000,11600000,8950.0,715.0,1080,25200.0
Burundi,2000,6380000,4930.0,636.0,718,16300.0
Cambodia,2000,12200000,5720.0,673.0,1390,131000.0
Cameroon,2000,15500000,39100.0,1370.0,2560,103000.0
Canada,2000,30600000,15700000.0,4170.0,37500,8730000.0
Cape Verde,2000,428000,7800.0,51.3,3900,19700.0
Central African Republic,2000,3640000,1940.0,336.0,851,4970.0
Chad,2000,8360000,2980.0,430.0,992,5500.0
Chile,2000,15300000,2550000.0,1980.0,14200,3400000.0
China,2000,1290000000,22900000.0,205000.0,3690,85300000.0
Colombia,2000,39600000,875000.0,3040.0,8410,2260000.0
Comoros,2000,542000,1470.0,21.7,2390,0.0
"Congo, Dem. Rep.",2000,47100000,2780.0,2670.0,573,15000.0
"Congo, Rep.",2000,3130000,824.0,249.0,4620,70000.0
Costa Rica,2000,3960000,230000.0,260.0,9790,212000.0
Cote d'Ivoire,2000,16500000,38100.0,1450.0,2990,473000.0
Croatia,2000,4430000,294000.0,1050.0,15600,1030000.0
Cuba,2000,11100000,60200.0,1960.0,4880,6540.0
Cyprus,2000,943000,144000.0,44.7,29400,218000.0
Czech Republic,2000,10300000,1010000.0,1790.0,21200,4350000.0
Denmark,2000,5340000,2090000.0,957.0,42300,3360000.0
Djibouti,2000,718000,1400.0,25.8,2160,230.0
Dominica,2000,69700,6140.0,2.38,8230,1200.0
Dominican Republic,2000,8470000,314000.0,464.0,8290,705000.0
Ecuador,2000,12700000,185000.0,940.0,7360,482000.0
Egypt,2000,68800000,441000.0,2040.0,7500,1360000.0
El Salvador,2000,5890000,69300.0,568.0,5610,744000.0
Equatorial Guinea,2000,606000,802.0,41.5,11300,5000.0
Eritrea,2000,2290000,3130.0,226.0,2490,0.0
Estonia,2000,1400000,400000.0,481.0,15700,557000.0
Eswatini,2000,1010000,9310.0,136.0,6170,33000.0
Ethiopia,2000,66200000,10100.0,5290.0,621,17800.0
Fiji,2000,811000,12100.0,102.0,6680,55100.0
Finland,2000,5190000,1930000.0,1300.0,34900,3730000.0
France,2000,59000000,8440000.0,13600.0,34700,29100000.0
Gabon,2000,1230000,14900.0,105.0,17800,120000.0
Gambia,2000,1320000,12100.0,44.8,1450,5600.0
Georgia,2000,4360000,21100.0,315.0,3530,195000.0
Germany,2000,81400000,24600000.0,13500.0,36800,48200000.0
Ghana,2000,19300000,29600.0,903.0,2220,130000.0
Greece,2000,11100000,1010000.0,436.0,24800,5930000.0
Grenada,2000,103000,4180.0,5.96,9540,4300.0
Guatemala,2000,11700000,83000.0,1170.0,6070,857000.0
Guinea,2000,8240000,7860.0,421.0,1520,42100.0
Guinea-Bissau,2000,1200000,2760.0,91.5,1410,0.0
Guyana,2000,747000,49400.0,162.0,4620,39800.0
Haiti,2000,8460000,19600.0,704.0,1760,55000.0
Honduras,2000,6570000,79100.0,201.0,3300,155000.0
Hungary,2000,10200000,715000.0,3190.0,18000,3080000.0
Iceland,2000,280000,125000.0,37.8,35000,215000.0
India,2000,1060000000,5570000.0,202000.0,2710,3580000.0
Indonesia,2000,212000000,1960000.0,7600.0,5810,3670000.0
Iran,2000,65600000,613000.0,4360.0,13200,963000.0
Iraq,2000,23500000,0.0,1740.0,12200,0.0
Ireland,2000,3780000,675000.0,505.0,39400,2460000.0
Israel,2000,5950000,1240000.0,580.0,26800,4400000.0
Italy,2000,56700000,13100000.0,5010.0,36500,42200000.0
Jamaica,2000,2650000,82700.0,54.8,7940,367000.0
Japan,2000,128000000,38200000.0,30700.0,33900,66800000.0
Jordan,2000,5120000,134000.0,176.0,7220,389000.0
Kazakhstan,2000,14900000,99800.0,5600.0,9950,197000.0
Kenya,2000,32000000,102000.0,1420.0,2100,127000.0
Kiribati,2000,84400,1510.0,18.4,1990,300.0
Kuwait,2000,2050000,138000.0,60.8,70100,476000.0
Kyrgyz Republic,2000,4920000,51200.0,733.0,2080,9000.0
Lao,2000,5320000,5910.0,615.0,2490,12700.0
Latvia,2000,2380000,151000.0,828.0,11200,401000.0
Lebanon,2000,3840000,306000.0,97.7,10600,743000.0
Lesotho,2000,2030000,4310.0,377.0,1640,21600.0
Liberia,2000,2850000,504.0,185.0,1320,1500.0
Libya,2000,5360000,10000.0,202.0,21900,40000.0
Lithuania,2000,3500000,225000.0,1610.0,12200,524000.0
Luxembourg,2000,436000,99800.0,67.8,81700,303000.0
Madagascar,2000,15800000,31000.0,890.0,1440,63100.0
Malawi,2000,11100000,14100.0,752.0,884,49000.0
Malaysia,2000,23200000,4960000.0,1630.0,16300,5120000.0
Maldives,2000,279000,6160.0,11.6,9800,7640.0
Mali,2000,10900000,15600.0,350.0,1470,10400.0
Malta,2000,394000,51600.0,23.3,24600,114000.0
Marshall Islands,2000,50800,779.0,8.7,2970,447.0
Mauritania,2000,2630000,5050.0,87.4,2830,15300.0
Mauritius,2000,1190000,86300.0,141.0,11300,180000.0
Mexico,2000,98900000,5030000.0,4510.0,16100,14100000.0
"Micronesia, Fed. Sts.",2000,107000,4010.0,18.2,3120,0.0
Moldova,2000,4200000,53900.0,806.0,2810,139000.0
Mongolia,2000,2400000,30100.0,519.0,4660,155000.0
Montenegro,2000,614000,0.0,73.3,10400,0.0
Morocco,2000,28800000,200000.0,1470.0,4490,2340000.0
Mozambique,2000,17700000,19400.0,1220.0,573,51100.0
Myanmar,2000,46700000,71.0,3540.0,1290,13400.0
Namibia,2000,1790000,29500.0,246.0,6540,82000.0
Nepal,2000,23900000,49000.0,2890.0,1530,10200.0
Netherlands,2000,15900000,7010000.0,1950.0,42000,10800000.0
New Zealand,2000,3860000,1830000.0,510.0,28100,1540000.0
Nicaragua,2000,5070000,49700.0,417.0,3420,90300.0
Niger,2000,11300000,4110.0,398.0,755,2060.0
Nigeria,2000,122000000,78400.0,5370.0,3070,30000.0
North Korea,2000,22900000,0.0,2860.0,1620,0.0
North Macedonia,2000,2030000,50600.0,193.0,8620,116000.0
