country,year,population_total,internet_use,suicide_total,GDP,cell_use
Yemen,1995,14900000,0.0,628.0,3630.0,8250.0
Zambia,1995,9100000,0.00878,670.0,2040.0,1550.0
Zimbabwe,1995,11400000,0.007679999999999999,934.0,2740.0,0.0
Afghanistan,1996,18900000,0.0,1100.0,942.0,0.0
Albania,1996,3100000,0.0322,150.0,4530.0,2300.0
Algeria,1996,29300000,0.0017399999999999998,941.0,9560.0,11700.0
Andorra,1996,64400,1.53,6.04,27200.0,5490.0
Angola,1996,14400000,0.00078,738.0,3750.0,3300.0
Antigua and Barbuda,1996,70200,2.86,1.44,18400.0,1300.0
Argentina,1996,35200000,0.142,4160.0,14600.0,667000.0
Armenia,1996,3170000,0.0946,158.0,2340.0,300.0
Australia,1996,18200000,3.28,2550.0,31200.0,3990000.0
Austria,1996,8020000,6.91,1810.0,34500.0,599000.0
Azerbaijan,1996,7860000,0.00635,193.0,3440.0,17000.0
Bahamas,1996,284000,1.75,7.2,29000.0,4950.0
Bahrain,1996,579000,0.843,47.6,43500.0,40100.0
Bangladesh,1996,118000000,0.0,14100.0,1520.0,4000.0
Barbados,1996,267000,0.389,13.2,13700.0,6280.0
Belarus,1996,10000000,0.0293,3770.0,5630.0,6550.0
Belgium,1996,10200000,2.97,2380.0,33100.0,478000.0
Belize,1996,214000,0.883,10.4,6100.0,2180.0
Benin,1996,6090000,0.0016899999999999999,427.0,1530.0,2710.0
Bhutan,1996,541000,0.0,31.7,2910.0,0.0
Bolivia,1996,7780000,0.196,532.0,4170.0,33400.0
Bosnia and Herzegovina,1996,3760000,0.0151,494.0,3520.0,1500.0
Botswana,1996,1500000,0.157,228.0,9620.0,0.0
Brazil,1996,165000000,0.451,9870.0,11100.0,2500000.0
Brunei,1996,305000,3.3,11.6,86400.0,43500.0
Bulgaria,1996,8290000,0.725,1780.0,8550.0,26600.0
Burkina Faso,1996,10400000,0.0009599999999999999,647.0,965.0,525.0
Burundi,1996,6060000,0.0008,686.0,747.0,561.0
Cambodia,1996,11000000,0.0,585.0,1090.0,23100.0
Cameroon,1996,14000000,0.0,1100.0,2400.0,3500.0
Canada,1996,29500000,6.76,4240.0,32500.0,3500000.0
Cape Verde,1996,396000,0.0,44.1,2660.0,0.0
Central African Republic,1996,3310000,0.00585,305.0,840.0,1070.0
Chad,1996,7250000,0.0,339.0,1030.0,0.0
Chile,1996,14600000,0.6829999999999999,2170.0,12700.0,319000.0
China,1996,1250000000,0.0131,241000.0,2780.0,6850000.0
Colombia,1996,37100000,0.33,2480.0,8770.0,523000.0
Comoros,1996,489000,0.0,22.6,2230.0,0.0
"Congo, Dem. Rep.",1996,42800000,0.00011,2480.0,763.0,7200.0
"Congo, Rep.",1996,2790000,0.0035299999999999997,240.0,4800.0,1000.0
Costa Rica,1996,3630000,0.841,220.0,8760.0,46500.0
Cote d'Ivoire,1996,14700000,0.008409999999999999,1310.0,3100.0,13500.0
Croatia,1996,4570000,0.8590000000000001,1180.0,13700.0,64900.0
Cuba,1996,10900000,0.0319,2190.0,4250.0,2430.0
Cyprus,1996,873000,0.6729999999999999,43.4,25400.0,70800.0
Czech Republic,1996,10400000,1.94,1890.0,20100.0,200000.0
Denmark,1996,5250000,5.71,1190.0,38100.0,1320000.0
Djibouti,1996,644000,0.0312,23.4,2360.0,110.0
Dominica,1996,70900,1.17,2.43,7420.0,461.0
Dominican Republic,1996,7950000,0.075,389.0,6850.0,82500.0
Ecuador,1996,11700000,0.0862,817.0,7680.0,59800.0
Egypt,1996,63600000,0.0615,1910.0,6460.0,7370.0
El Salvador,1996,5690000,0.0864,618.0,5310.0,23300.0
Equatorial Guinea,1996,516000,0.0,43.1,3310.0,61.0
Eritrea,1996,2200000,0.0,207.0,2440.0,0.0
Estonia,1996,1420000,3.53,548.0,12100.0,69500.0
Eswatini,1996,946000,0.0504,102.0,5920.0,0.0
Ethiopia,1996,58900000,0.0017,5110.0,629.0,0.0
Fiji,1996,784000,0.0644,97.0,6510.0,3700.0
Finland,1996,5140000,16.8,1400.0,28500.0,1500000.0
France,1996,58000000,2.58,14600.0,31100.0,2460000.0
Gabon,1996,1110000,0.0,101.0,20100.0,6800.0
Gambia,1996,1160000,0.0355,39.2,1350.0,3100.0
Georgia,1996,4850000,0.0401,295.0,2680.0,2300.0
Germany,1996,81300000,3.05,14500.0,33800.0,5510000.0
Ghana,1996,17500000,0.00565,768.0,2070.0,12800.0
Greece,1996,10800000,1.4,444.0,21800.0,532000.0
Grenada,1996,101000,0.298,4.96,7380.0,570.0
Guatemala,1996,10600000,0.0195,867.0,5640.0,43400.0
Guinea,1996,7460000,0.00195,374.0,1450.0,950.0
Guinea-Bissau,1996,1110000,0.0,81.9,1870.0,0.0
Guyana,1996,761000,0.0659,147.0,4270.0,1200.0
Haiti,1996,7890000,0.00748,660.0,1730.0,0.0
Holy See,1996,784,,,,
Honduras,1996,5870000,0.0437,176.0,3200.0,2310.0
Hungary,1996,10300000,0.9690000000000001,3600.0,15400.0,473000.0
Iceland,1996,270000,14.8,37.7,30200.0,46800.0
India,1996,982000000,0.0463,189000.0,2330.0,328000.0
Indonesia,1996,200000000,0.0566,6850.0,6390.0,563000.0
Iran,1996,62300000,0.0158,3830.0,12700.0,60000.0
Iraq,1996,20800000,0.0,1490.0,7080.0,0.0
Ireland,1996,3620000,2.2,441.0,28300.0,289000.0
Israel,1996,5420000,2.17,542.0,24700.0,1050000.0
Italy,1996,57100000,1.02,5370.0,33600.0,6420000.0
Jamaica,1996,2560000,0.591,44.4,8370.0,54600.0
Japan,1996,127000000,4.37,26100.0,33300.0,26900000.0
Jordan,1996,4730000,0.0449,169.0,6810.0,24100.0
Kazakhstan,1996,15600000,0.0318,5160.0,8450.0,9800.0
Kenya,1996,28600000,0.00884,1180.0,2200.0,2830.0
Kiribati,1996,78900,0.0,17.0,1880.0,0.0
Kuwait,1996,1630000,0.856,48.7,80700.0,151000.0
Kyrgyz Republic,1996,4630000,0.0,708.0,1790.0,0.0
Lao,1996,4950000,0.0,626.0,2120.0,3790.0
Latvia,1996,2480000,0.813,975.0,8580.0,28500.0
Lebanon,1996,3610000,0.14,103.0,10700.0,198000.0
Lesotho,1996,1930000,0.00285,289.0,1570.0,1260.0
Liberia,1996,2160000,0.0,142.0,413.0,0.0
Libya,1996,5040000,0.0,164.0,22400.0,0.0
Liechtenstein,1996,31400,0.0,,,0.0
Lithuania,1996,3600000,0.27699999999999997,1720.0,9910.0,51000.0
Luxembourg,1996,414000,5.55,74.0,65400.0,45000.0
Madagascar,1996,13900000,0.0037,831.0,1390.0,2300.0
Malawi,1996,10000000,0.0,670.0,871.0,3700.0
Malaysia,1996,21000000,0.852,1490.0,15700.0,1520000.0
Maldives,1996,259000,0.22699999999999998,12.6,8230.0,20.0
Mali,1996,9840000,0.00206,342.0,1370.0,1190.0
Malta,1996,380000,1.05,21.4,20400.0,12500.0
Marshall Islands,1996,50500,0.0371,8.21,3180.0,365.0
Mauritania,1996,2370000,0.0,84.4,2970.0,0.0
Mauritius,1996,1140000,0.184,148.0,9490.0,20800.0
Mexico,1996,93100000,0.2,4060.0,14100.0,1020000.0
"Micronesia, Fed. Sts.",1996,108000,0.278,18.8,3020.0,0.0
Moldova,1996,4320000,0.00464,945.0,2980.0,920.0
Monaco,1996,31000,0.0,,,5400.0
Mongolia,1996,2320000,0.0182,473.0,4300.0,900.0
Montenegro,1996,620000,0.0,72.8,10000.0,0.0
Morocco,1996,27400000,0.005679999999999999,1210.0,4350.0,42900.0
Mozambique,1996,16000000,0.0030399999999999997,1160.0,468.0,0.0
Myanmar,1996,44500000,0.0,3490.0,960.0,7260.0
Namibia,1996,1660000,0.00903,202.0,6130.0,6640.0
Nauru,1996,10700,0.0,,,600.0
Nepal,1996,22100000,0.00451,2590.0,1380.0,0.0
Netherlands,1996,15600000,9.65,1970.0,36100.0,1020000.0
New Zealand,1996,3720000,8.04,549.0,26000.0,493000.0
Nicaragua,1996,4740000,0.0841,368.0,3040.0,5100.0
Niger,1996,9830000,0.0010400000000000001,336.0,783.0,0.0
Nigeria,1996,111000000,0.00883,4690.0,3040.0,14000.0
North Korea,1996,22100000,0.0,2660.0,1680.0,0.0
North Macedonia,1996,1990000,0.076,184.0,7710.0,1060.0
Norway,1996,4390000,18.3,610.0,52300.0,1260000.0
Oman,1996,2240000,0.0,59.0,38900.0,15000.0
Pakistan,1996,127000000,0.00299,5010.0,3400.0,68000.0
Palau,1996,17600,0.0,,,0.0
Palestine,1996,2740000,0.0,50.5,3210.0,0.0
Panama,1996,2800000,0.22,175.0,9440.0,7000.0
Papua New Guinea,1996,5310000,0.00207,740.0,3130.0,2290.0
Paraguay,1996,4890000,0.0204,179.0,8650.0,32900.0
Peru,1996,24800000,0.24600000000000002,1020.0,6220.0,201000.0
Philippines,1996,71400000,0.0559,4750.0,4100.0,959000.0
Poland,1996,38500000,1.3,6310.0,12000.0,217000.0
Portugal,1996,10100000,2.98,1490.0,22500.0,664000.0
Qatar,1996,523000,0.93,46.5,75400.0,28800.0
Romania,1996,22800000,0.222,2940.0,10900.0,17000.0
Russia,1996,148000000,0.27,69600.0,12400.0,223000.0
Rwanda,1996,6010000,0.00088,600.0,757.0,0.0
Samoa,1996,171000,0.0,24.5,3930.0,0.0
San Marino,1996,26300,1.43,,,2280.0
Sao Tome and Principe,1996,134000,0.0,2.08,1990.0,0.0
Saudi Arabia,1996,19000000,0.0267,404.0,44400.0,191000.0
Senegal,1996,8910000,0.0112,519.0,2220.0,1410.0
Serbia,1996,9860000,0.0,2120.0,7540.0,0.0
Seychelles,1996,77600,0.6509999999999999,9.8,15600.0,1040.0
Sierra Leone,1996,4310000,0.00251,160.0,965.0,0.0
Singapore,1996,3640000,8.35,402.0,47000.0,431000.0
Slovak Republic,1996,5380000,0.7829999999999999,790.0,14000.0,28700.0
Slovenia,1996,1990000,5.07,656.0,19100.0,41200.0
Solomon Islands,1996,370000,0.26899999999999996,58.3,2370.0,337.0
Somalia,1996,7680000,0.00151,335.0,648.0,0.0
South Africa,1996,42200000,0.8420000000000001,6750.0,9390.0,953000.0
South Korea,1996,45800000,1.62,7140.0,17700.0,3180000.0
South Sudan,1996,5220000,0.0,194.0,2280.0,0.0
Spain,1996,39900000,1.33,3580.0,25600.0,3000000.0
Sri Lanka,1996,18400000,0.0545,7640.0,4600.0,71000.0
St. Kitts and Nevis,1996,42500,1.95,,,300.0
St. Lucia,1996,149000,0.67,8.42,10400.0,1400.0
St. Vincent and the Grenadines,1996,108000,0.483,6.04,6710.0,280.0
Sudan,1996,24800000,0.0,987.0,2050.0,2200.0
Suriname,1996,448000,0.226,78.1,9460.0,2420.0
Sweden,1996,8860000,9.04,1590.0,31500.0,2490000.0
Switzerland,1996,7040000,4.55,1680.0,46300.0,663000.0
Syria,1996,14800000,0.0,285.0,5510.0,0.0
Tajikistan,1996,5850000,0.0,283.0,1050.0,102.0
Tanzania,1996,30400000,0.00162,1830.0,1460.0,9040.0
Thailand,1996,60100000,0.115,10500.0,9810.0,1840000.0
Timor-Leste,1996,855000,0.0,70.1,4070.0,0.0
Togo,1996,4350000,0.0109,315.0,1230.0,0.0
Tonga,1996,96300,0.16399999999999998,6.47,4260.0,302.0
Trinidad and Tobago,1996,1260000,0.39299999999999996,172.0,13800.0,9530.0
Tunisia,1996,9270000,0.0276,300.0,6460.0,6500.0
Turkey,1996,59400000,0.193,2560.0,13000.0,806000.0
Turkmenistan,1996,4290000,0.0,365.0,4820.0,0.0
Tuvalu,1996,9320,0.0,,,0.0
Uganda,1996,21000000,0.00463,2340.0,976.0,4000.0
Ukraine,1996,50600000,0.0986,19000.0,4590.0,30000.0
United Arab Emirates,1996,2540000,0.375,117.0,103000.0,194000.0
United Kingdom,1996,58100000,4.12,6030.0,29200.0,7250000.0
United States,1996,268000000,16.4,35400.0,40200.0,44000000.0
Uruguay,1996,3250000,1.85,486.0,12100.0,78600.0
Uzbekistan,1996,23200000,0.0042899999999999995,2260.0,2250.0,9510.0
Vanuatu,1996,172000,0.0568,26.9,2620.0,154.0
Venezuela,1996,22400000,0.248,1730.0,15200.0,582000.0
Vietnam,1996,76100000,0.00013000000000000002,7000.0,2110.0,68900.0
Yemen,1996,15500000,0.00062,648.0,3660.0,8810.0
Zambia,1996,9340000,0.00907,720.0,2110.0,2720.0
Zimbabwe,1996,11500000,0.0168,972.0,2990.0,0.0
Afghanistan,1997,19400000,0.0,1130.0,865.0,0.0
Albania,1997,3100000,0.0486,162.0,4060.0,3300.0
Algeria,1997,29700000,0.0103,983.0,9510.0,17400.0
Andorra,1997,64300,3.05,6.28,29700.0,8620.0
Angola,1997,14900000,0.0056700000000000006,738.0,3890.0,7050.0
Antigua and Barbuda,1997,71700,3.48,1.49,19000.0,1400.0
Argentina,1997,35700000,0.28,4290.0,15600.0,2010000.0
Armenia,1997,3130000,0.11199999999999999,149.0,2440.0,5000.0
Australia,1997,18400000,16.4,2630.0,32100.0,4580000.0
Austria,1997,8030000,9.53,1750.0,35200.0,1160000.0
Azerbaijan,1997,7930000,0.0252,191.0,3600.0,40000.0
Bahamas,1997,287000,1.36,7.57,29300.0,6200.0
Bahrain,1997,595000,1.65,48.0,43600.0,58500.0
Bangladesh,1997,120000000,0.00075,13600.0,1550.0,26000.0
Barbados,1997,268000,0.7829999999999999,13.2,14300.0,8010.0
Belarus,1997,10000000,0.049,3970.0,6300.0,8170.0
Belgium,1997,10200000,4.94,2400.0,34200.0,974000.0
Belize,1997,222000,1.29,11.4,6090.0,2540.0
Benin,1997,6280000,0.0246,441.0,1570.0,4300.0
Bhutan,1997,552000,0.0,32.5,3010.0,0.0
Bolivia,1997,7940000,0.44799999999999995,545.0,4290.0,118000.0
Bosnia and Herzegovina,1997,3740000,0.0594,471.0,4770.0,9000.0
Botswana,1997,1540000,0.308,248.0,10200.0,0.0
Brazil,1997,167000000,0.7859999999999999,10100.0,11300.0,4550000.0
Brunei,1997,312000,4.83,11.7,83200.0,45000.0
Bulgaria,1997,8210000,1.22,1780.0,8510.0,70000.0
Burkina Faso,1997,10700000,0.0187,666.0,997.0,1500.0
Burundi,1997,6120000,0.00798,674.0,728.0,619.0
Cambodia,1997,11300000,0.00584,603.0,1120.0,33600.0
Cameroon,1997,14300000,0.00677,1180.0,2460.0,4200.0
Canada,1997,29700000,15.1,4240.0,33500.0,4200000.0
Cape Verde,1997,404000,0.24100000000000002,46.6,2890.0,20.0
Central African Republic,1997,3390000,0.0143,309.0,863.0,1370.0
Chad,1997,7500000,0.00066,364.0,1050.0,0.0
Chile,1997,14800000,1.06,2140.0,13500.0,410000.0
China,1997,1260000000,0.0324,236000.0,3010.0,13200000.0
Colombia,1997,37700000,0.551,2530.0,8910.0,1260000.0
Comoros,1997,502000,0.0,23.3,2260.0,0.0
"Congo, Dem. Rep.",1997,43800000,0.00021,2420.0,702.0,8900.0
"Congo, Rep.",1997,2870000,0.0034700000000000004,253.0,4640.0,1000.0
Costa Rica,1997,3720000,1.64,228.0,9030.0,64400.0
Cote d'Ivoire,1997,15100000,0.0188,1330.0,3110.0,36000.0
Croatia,1997,4530000,1.73,1140.0,14700.0,120000.0
Cuba,1997,11000000,0.0682,2160.0,4400.0,2990.0
Cyprus,1997,891000,4.38,44.1,25700.0,92000.0
Czech Republic,1997,10300000,2.92,1850.0,20000.0,526000.0
Denmark,1997,5280000,11.4,1120.0,39200.0,1440000.0
Djibouti,1997,661000,0.0829,24.2,2290.0,203.0
Dominica,1997,70600,1.17,2.46,7620.0,556.0
Dominican Republic,1997,8080000,0.14300000000000002,408.0,7340.0,142000.0
Ecuador,1997,12000000,0.11,852.0,7850.0,127000.0
Egypt,1997,64900000,0.0905,1960.0,6680.0,65400.0
El Salvador,1997,5750000,0.257,607.0,5420.0,40200.0
Equatorial Guinea,1997,536000,0.0415,41.8,7270.0,300.0
Eritrea,1997,2200000,0.00902,210.0,2630.0,0.0
Estonia,1997,1410000,5.71,537.0,13700.0,144000.0
Eswatini,1997,963000,0.0886,105.0,5990.0,0.0
Ethiopia,1997,60700000,0.0049700000000000005,5200.0,629.0,0.0
Fiji,1997,793000,0.223,99.1,6300.0,5200.0
Finland,1997,5150000,19.5,1380.0,30200.0,2160000.0
France,1997,58200000,4.25,14400.0,31700.0,5820000.0
Gabon,1997,1140000,0.048,102.0,20700.0,9500.0
Gambia,1997,1200000,0.0513,40.5,1370.0,4730.0
Georgia,1997,4710000,0.0609,308.0,3060.0,30000.0
Germany,1997,81400000,6.71,14400.0,34400.0,8280000.0
Ghana,1997,17900000,0.0275,821.0,2110.0,21900.0
Greece,1997,10900000,1.85,442.0,22600.0,938000.0
Grenada,1997,102000,0.991,5.28,7710.0,976.0
Guatemala,1997,10900000,0.0955,900.0,5750.0,64200.0
Guinea,1997,7660000,0.0038,386.0,1480.0,2870.0
Guinea-Bissau,1997,1130000,0.0164,84.3,1950.0,0.0
Guyana,1997,758000,0.132,164.0,4560.0,1400.0
Haiti,1997,8030000,0.00748,668.0,1750.0,0.0
Holy See,1997,787,,,,
Honduras,1997,6050000,0.171,183.0,3260.0,14400.0
Hungary,1997,10300000,1.94,3460.0,15900.0,706000.0
Iceland,1997,273000,27.5,37.7,31000.0,65400.0
India,1997,1000000000,0.0708,193000.0,2380.0,882000.0
Indonesia,1997,203000000,0.195,7020.0,6590.0,916000.0
Iran,1997,63100000,0.0468,3880.0,12600.0,239000.0
Iraq,1997,21400000,0.0,1590.0,8320.0,0.0
Ireland,1997,3650000,4.09,469.0,31000.0,545000.0
Israel,1997,5570000,4.4,573.0,25100.0,1670000.0
Italy,1997,56900000,2.28,5340.0,34200.0,11700000.0
Jamaica,1997,2580000,0.7979999999999999,47.0,8190.0,66000.0
Japan,1997,127000000,9.16,27200.0,33600.0,38300000.0
Jordan,1997,4850000,0.599,172.0,6870.0,45000.0
Kazakhstan,1997,15400000,0.0646,5230.0,8730.0,11200.0
Kenya,1997,29400000,0.0344,1240.0,2140.0,6770.0
Kiribati,1997,80200,0.0,17.3,1880.0,0.0
Kuwait,1997,1710000,2.17,52.9,78700.0,210000.0
Kyrgyz Republic,1997,4710000,0.0,694.0,1940.0,0.0
Lao,1997,5050000,0.0,635.0,2220.0,4920.0
Latvia,1997,2450000,2.05,928.0,9440.0,77100.0
Lebanon,1997,3660000,1.24,101.0,10700.0,374000.0
Lesotho,1997,1970000,0.00558,300.0,1600.0,3500.0
Liberia,1997,2330000,0.00449,153.0,791.0,0.0
Libya,1997,5120000,0.0,174.0,23200.0,10000.0
Liechtenstein,1997,31800,0.0,,,0.0
Lithuania,1997,3580000,0.978,1650.0,10800.0,165000.0
Luxembourg,1997,420000,7.14,73.3,68200.0,67200.0
Madagascar,1997,14300000,0.0143,849.0,1390.0,4100.0
Malawi,1997,10300000,0.0046700000000000005,695.0,883.0,7000.0
Malaysia,1997,21600000,2.31,1530.0,16400.0,2000000.0
Maldives,1997,264000,0.309,12.4,8760.0,1290.0
Mali,1997,10100000,0.0101,342.0,1400.0,2840.0
Malta,1997,384000,3.92,22.0,21300.0,17700.0
Marshall Islands,1997,50500,0.0371,8.4,2980.0,466.0
Mauritania,1997,2430000,0.00417,85.8,2780.0,0.0
Mauritius,1997,1150000,0.47600000000000003,144.0,9900.0,42500.0
Mexico,1997,94600000,0.627,4280.0,14900.0,1740000.0
"Micronesia, Fed. Sts.",1997,108000,0.5710000000000001,18.8,2830.0,0.0
Moldova,1997,4290000,0.0281,820.0,3040.0,2200.0
Monaco,1997,31300,0.0,,,7200.0
Mongolia,1997,2340000,0.113,484.0,4440.0,2000.0
Montenegro,1997,618000,0.0,73.5,10500.0,0.0
Morocco,1997,27800000,0.0216,1270.0,4220.0,74500.0
Mozambique,1997,16400000,0.0118,1180.0,505.0,2500.0
Myanmar,1997,45000000,0.0,3540.0,1000.0,8490.0
Namibia,1997,1700000,0.0587,211.0,6250.0,12500.0
Nauru,1997,10600,0.0,,,750.0
Nepal,1997,22600000,0.022000000000000002,2670.0,1420.0,0.0
Netherlands,1997,15700000,14.1,1950.0,37400.0,1720000.0
New Zealand,1997,3750000,14.6,552.0,26200.0,566000.0
Nicaragua,1997,4830000,0.20600000000000002,397.0,3100.0,7560.0
Niger,1997,10200000,0.00201,353.0,776.0,98.0
Nigeria,1997,113000000,0.0172,4910.0,3050.0,15000.0
North Korea,1997,22300000,0.0,2740.0,1560.0,0.0
North Macedonia,1997,2000000,0.504,187.0,7780.0,12400.0
Norway,1997,4420000,20.4,608.0,54800.0,1680000.0
Oman,1997,2250000,0.44,58.2,41000.0,53000.0
Pakistan,1997,131000000,0.0276,5290.0,3330.0,135000.0
Palau,1997,18000,0.0,,,0.0
Palestine,1997,2870000,0.0,53.2,3520.0,0.0
Panama,1997,2850000,0.539,181.0,9850.0,23500.0
Papua New Guinea,1997,5450000,0.10099999999999999,749.0,2940.0,3860.0
Paraguay,1997,5000000,0.0996,192.0,8820.0,84200.0
Peru,1997,25200000,0.40299999999999997,1030.0,6500.0,422000.0
Philippines,1997,73000000,0.13699999999999998,4260.0,4220.0,1340000.0
Poland,1997,38500000,2.07,6660.0,12700.0,812000.0
Portugal,1997,10200000,4.95,1470.0,23400.0,1510000.0
Qatar,1997,535000,3.08,47.0,95700.0,43500.0
Romania,1997,22600000,0.445,2950.0,10400.0,201000.0
Russia,1997,148000000,0.473,64700.0,12600.0,485000.0
Rwanda,1997,6420000,0.0016300000000000002,639.0,807.0,0.0
Samoa,1997,172000,0.175,24.3,3930.0,766.0
San Marino,1997,26600,1.42,,,2350.0
Sao Tome and Principe,1997,136000,0.0,2.14,1970.0,0.0
Saudi Arabia,1997,19400000,0.0521,447.0,44100.0,332000.0
Senegal,1997,9130000,0.0273,537.0,2230.0,6940.0
Serbia,1997,9780000,0.0,2130.0,8100.0,0.0
Seychelles,1997,78400,1.28,9.29,17300.0,2250.0
Sierra Leone,1997,4340000,0.00499,170.0,903.0,0.0
Singapore,1997,3750000,13.5,405.0,49300.0,849000.0
Slovak Republic,1997,5390000,1.17,800.0,14900.0,200000.0
Slovenia,1997,1990000,7.59,655.0,20100.0,93600.0
Solomon Islands,1997,380000,0.392,61.9,2270.0,658.0
Somalia,1997,7940000,0.00295,342.0,613.0,0.0
South Africa,1997,43000000,1.63,7190.0,9460.0,1840000.0
South Korea,1997,46200000,3.6,7640.0,18500.0,6880000.0
South Sudan,1997,5410000,0.0,194.0,2440.0,0.0
Spain,1997,40000000,2.8,3670.0,26400.0,4340000.0
Sri Lanka,1997,18500000,0.162,7980.0,4870.0,115000.0
St. Kitts and Nevis,1997,42900,2.26,,,205.0
St. Lucia,1997,151000,0.992,8.43,10100.0,1600.0
St. Vincent and the Grenadines,1997,108000,0.9259999999999999,6.21,6950.0,346.0
Sudan,1997,25400000,0.00123,1010.0,2200.0,3800.0
Suriname,1997,454000,1.0,80.1,9870.0,2260.0
Sweden,1997,8870000,23.7,1520.0,32400.0,3170000.0
Switzerland,1997,7070000,15.1,1630.0,47300.0,1040000.0
Syria,1997,15200000,0.0326,295.0,5300.0,0.0
Tajikistan,1997,5940000,0.0,281.0,1050.0,320.0
Tanzania,1997,31200000,0.0079,1870.0,1480.0,20200.0
Thailand,1997,60800000,0.361,10400.0,9420.0,2200000.0
Timor-Leste,1997,862000,0.0,65.3,4310.0,0.0
Togo,1997,4490000,0.21100000000000002,343.0,1370.0,3000.0
Tonga,1997,96600,0.511,6.48,4240.0,120.0
Trinidad and Tobago,1997,1260000,1.17,175.0,14800.0,17100.0
Tunisia,1997,9400000,0.0437,309.0,6720.0,7660.0
Turkey,1997,60400000,0.474,2600.0,13800.0,1610000.0
Turkmenistan,1997,4360000,0.0,399.0,4200.0,2500.0
Tuvalu,1997,9330,0.0,,,0.0
Uganda,1997,21700000,0.0103,2380.0,997.0,5000.0
Ukraine,1997,50200000,0.19899999999999998,18400.0,4500.0,57200.0
United Arab Emirates,1997,2670000,3.3,125.0,106000.0,309000.0
United Kingdom,1997,58300000,7.39,5970.0,30300.0,8840000.0
United States,1997,272000000,21.6,35300.0,41500.0,55300000.0
Uruguay,1997,3270000,3.36,517.0,13000.0,99200.0
Uzbekistan,1997,23600000,0.0105,2380.0,2320.0,17200.0
Vanuatu,1997,175000,0.14,27.4,2690.0,207.0
Venezuela,1997,22800000,0.391,1790.0,15800.0,1070000.0
Vietnam,1997,77100000,0.00398,7080.0,2250.0,160000.0
Yemen,1997,16000000,0.015,668.0,3730.0,12200.0
Zambia,1997,9600000,0.00933,762.0,2130.0,4550.0
Zimbabwe,1997,11700000,0.0331,1070.0,3040.0,5730.0
Afghanistan,1998,19700000,0.0,1170.0,800.0,0.0
Albania,1998,3110000,0.065,170.0,4450.0,5600.0
Algeria,1998,30200000,0.0202,1020.0,9840.0,18000.0
Andorra,1998,64100,6.89,6.24,30800.0,14100.0
Angola,1998,15400000,0.0185,816.0,3950.0,9820.0
Antigua and Barbuda,1998,73200,4.07,1.61,19500.0,1500.0
Argentina,1998,36100000,0.831,4360.0,16000.0,2670000.0
Armenia,1998,3110000,0.129,143.0,2640.0,7830.0
Australia,1998,18600000,30.8,2650.0,33200.0,4920000.0
Austria,1998,8040000,15.4,1710.0,36400.0,2290000.0
Azerbaijan,1998,7990000,0.0375,190.0,3920.0,65000.0
Bahamas,1998,291000,2.34,8.06,30300.0,8070.0
Bahrain,1998,614000,3.22,48.9,44300.0,92100.0
Bangladesh,1998,123000000,0.0036799999999999997,13400.0,1600.0,75000.0
Barbados,1998,269000,1.97,13.2,14800.0,12000.0
Belarus,1998,9970000,0.0739,4120.0,6860.0,12200.0
Belgium,1998,10200000,7.89,2380.0,34800.0,1760000.0
Belize,1998,230000,2.09,13.1,6080.0,3540.0
Benin,1998,6470000,0.0479,452.0,1590.0,6290.0
Bhutan,1998,564000,0.0,33.1,3110.0,0.0
Bolivia,1998,8100000,0.626,557.0,4420.0,239000.0
Bosnia and Herzegovina,1998,3730000,0.14400000000000002,453.0,5520.0,25200.0
Botswana,1998,1580000,0.602,268.0,9990.0,15200.0
Brazil,1998,170000000,1.48,10300.0,11200.0,7370000.0
Brunei,1998,319000,6.28,12.2,80800.0,49100.0
Bulgaria,1998,8140000,1.84,1740.0,9110.0,127000.0
Burkina Faso,1998,11000000,0.0454,688.0,1040.0,2730.0
Burundi,1998,6190000,0.0158,661.0,754.0,620.0
Cambodia,1998,11600000,0.0163,627.0,1160.0,61300.0
Cameroon,1998,14700000,0.0132,1250.0,2500.0,5000.0
Canada,1998,30000000,24.9,4230.0,34500.0,5350000.0
Cape Verde,1998,413000,0.473,48.3,3180.0,1020.0
Central African Republic,1998,3480000,0.0279,321.0,882.0,1630.0
Chad,1998,7770000,0.00427,388.0,1080.0,0.0
Chile,1998,15000000,1.66,2110.0,13900.0,964000.0
China,1998,1270000000,0.16899999999999998,229000.0,3210.0,23900000.0
Colombia,1998,38400000,1.13,2690.0,8810.0,1800000.0
Comoros,1998,515000,0.0379,21.9,2230.0,0.0
"Congo, Dem. Rep.",1998,44800000,0.00041,2510.0,675.0,10000.0
"Congo, Rep.",1998,2950000,0.0034200000000000003,249.0,4670.0,3390.0
Costa Rica,1998,3800000,2.67,243.0,9450.0,109000.0
Cote d'Ivoire,1998,15600000,0.061,1380.0,3170.0,91200.0
Croatia,1998,4490000,3.27,1120.0,15000.0,183000.0
Cuba,1998,11000000,0.22699999999999998,2120.0,4310.0,4060.0
Cyprus,1998,909000,8.89,44.6,27000.0,116000.0
Czech Republic,1998,10300000,3.9,1820.0,20000.0,965000.0
Denmark,1998,5300000,22.7,1050.0,39900.0,1930000.0
Djibouti,1998,680000,0.0947,24.9,2220.0,220.0
Dominica,1998,70200,2.93,2.58,7950.0,650.0
Dominican Republic,1998,8210000,0.23399999999999999,421.0,7710.0,209000.0
